Year,Month,SKU,Category,Units,Gross Sales
2019,2,1318095,Refrigerated,173,3278.35
2019,3,1318095,Refrigerated,175,3316.25
2019,4,1318095,Refrigerated,177,3354.15
2019,5,1318095,Refrigerated,184,3486.8
2018,12,4681583,Refrigerated,635,9493.25
2019,1,4681583,Refrigerated,629,9403.55
2019,2,4681583,Refrigerated,642,9597.9
2019,3,4681583,Refrigerated,655,9792.25
2019,4,4681583,Refrigerated,681,10180.95
2019,5,4681583,Refrigerated,688,10285.6
2018,12,3148200,Refrigerated,555,6654.45
2019,1,3148200,Refrigerated,555,6654.45
2019,2,3148200,Refrigerated,566,6786.34
2019,3,3148200,Refrigerated,572,6858.28
2019,4,3148200,Refrigerated,589,7062.11
2019,5,3148200,Refrigerated,589,7062.11
2018,12,7816200,Refrigerated,646,12758.5
2019,1,7816200,Refrigerated,665,13133.75
2019,2,7816200,Refrigerated,692,13667
2019,3,7816200,Refrigerated,699,13805.25
2019,4,7816200,Refrigerated,706,13943.5
2019,5,7816200,Refrigerated,692,13667
2018,12,7824959,Refrigerated,280,277.2
2019,1,7824959,Refrigerated,277,274.23
2019,2,7824959,Refrigerated,271,268.29
2019,3,7824959,Refrigerated,282,279.18
2019,4,7824959,Refrigerated,290,287.1
2019,5,7824959,Refrigerated,302,298.98
2018,12,5342957,Refrigerated,48,767.52
2019,1,5342957,Refrigerated,49,783.51
2019,2,5342957,Refrigerated,51,815.49
2019,3,5342957,Refrigerated,53,847.47
2019,4,5342957,Refrigerated,54,863.46
2019,5,5342957,Refrigerated,59,943.41
2018,12,9495034,Refrigerated,226,3839.74
2019,1,9495034,Refrigerated,219,3720.81
2019,2,9495034,Refrigerated,221,3754.79
2019,3,9495034,Refrigerated,217,3686.83
2019,4,9495034,Refrigerated,213,3618.87
2019,5,9495034,Refrigerated,211,3584.89
2018,12,1371397,Refrigerated,606,4545
2019,1,1371397,Refrigerated,600,4500
2019,2,1371397,Refrigerated,624,4680
2019,3,1371397,Refrigerated,636,4770
2019,4,1371397,Refrigerated,623,4672.5
2019,5,1371397,Refrigerated,611,4582.5
2018,12,9409002,Refrigerated,329,4273.71
2019,1,9409002,Refrigerated,332,4312.68
2019,2,9409002,Refrigerated,342,4442.58
2019,3,9409002,Refrigerated,349,4533.51
2019,4,9409002,Refrigerated,339,4403.61
2019,5,9409002,Refrigerated,349,4533.51
2018,12,4641888,Refrigerated,929,1393.5
2019,1,4641888,Refrigerated,957,1435.5
2019,2,4641888,Refrigerated,947,1420.5
2019,3,4641888,Refrigerated,985,1477.5
2019,4,4641888,Refrigerated,975,1462.5
2019,5,4641888,Refrigerated,1024,1536
2018,12,5373196,Refrigerated,34,646
2019,1,5373196,Refrigerated,34,646
2019,2,5373196,Refrigerated,34,646
2019,3,5373196,Refrigerated,35,665
2019,4,5373196,Refrigerated,36,684
2019,5,5373196,Refrigerated,38,722
2018,12,7891829,Refrigerated,333,3646.35
2019,1,7891829,Refrigerated,346,3788.7
2019,2,7891829,Refrigerated,363,3974.85
2019,3,7891829,Refrigerated,367,4018.65
2019,4,7891829,Refrigerated,382,4182.9
2019,5,7891829,Refrigerated,405,4434.75
2018,12,5410802,Refrigerated,877,17531.23
2019,1,5410802,Refrigerated,859,17171.41
2019,2,5410802,Refrigerated,893,17851.07
2019,3,5410802,Refrigerated,875,17491.25
2019,4,5410802,Refrigerated,884,17671.16
2019,5,5410802,Refrigerated,857,17131.43
2018,12,1546680,Refrigerated,297,1185.03
2019,1,1546680,Refrigerated,294,1173.06
2019,2,1546680,Refrigerated,303,1208.97
2019,3,1546680,Refrigerated,303,1208.97
2019,4,1546680,Refrigerated,294,1173.06
2019,5,1546680,Refrigerated,315,1256.85
2018,12,7104250,Refrigerated,70,1329.3
2019,1,7104250,Refrigerated,71,1348.29
2019,2,7104250,Refrigerated,69,1310.31
2019,3,7104250,Refrigerated,70,1329.3
2019,4,7104250,Refrigerated,74,1405.26
2019,5,7104250,Refrigerated,81,1538.19
2018,12,9318160,Refrigerated,240,4797.6
2019,1,9318160,Refrigerated,250,4997.5
2019,2,9318160,Refrigerated,260,5197.4
2019,3,9318160,Refrigerated,252,5037.48
2019,4,9318160,Refrigerated,247,4937.53
2019,5,9318160,Refrigerated,252,5037.48
2018,12,1625156,Refrigerated,1013,14688.5
2019,1,1625156,Refrigerated,1043,15123.5
2019,2,1625156,Refrigerated,1043,15123.5
2019,3,1625156,Refrigerated,1033,14978.5
2019,4,1625156,Refrigerated,1002,14529
2019,5,1625156,Refrigerated,982,14239
2018,12,2778927,Refrigerated,504,252
2019,1,2778927,Refrigerated,494,247
2019,2,2778927,Refrigerated,489,244.5
2019,3,2778927,Refrigerated,484,242
2019,4,2778927,Refrigerated,474,237
2019,5,2778927,Refrigerated,465,232.5
2018,12,9251958,Refrigerated,282,423
2019,1,9251958,Refrigerated,285,427.5
2019,2,9251958,Refrigerated,294,441
2019,3,9251958,Refrigerated,285,427.5
2019,4,9251958,Refrigerated,291,436.5
2019,5,9251958,Refrigerated,317,475.5
2018,12,1632993,Refrigerated,119,1428
2019,1,1632993,Refrigerated,118,1416
2019,2,1632993,Refrigerated,118,1416
2019,3,1632993,Refrigerated,114,1368
2019,4,1632993,Refrigerated,115,1380
2019,5,1632993,Refrigerated,120,1440
2018,12,7938864,Refrigerated,861,817.95
2019,1,7938864,Refrigerated,870,826.5
2019,2,7938864,Refrigerated,914,868.3
2019,3,7938864,Refrigerated,887,842.65
2019,4,7938864,Refrigerated,887,842.65
2019,5,7938864,Refrigerated,922,875.9
2018,12,3480956,Refrigerated,679,6104.21
2019,1,3480956,Refrigerated,693,6230.07
2019,2,3480956,Refrigerated,700,6293
2019,3,3480956,Refrigerated,686,6167.14
2019,4,3480956,Refrigerated,700,6293
2019,5,3480956,Refrigerated,728,6544.72
2018,12,2716363,Refrigerated,667,6663.33
2019,1,2716363,Refrigerated,687,6863.13
2019,2,2716363,Refrigerated,701,7002.99
2019,3,2716363,Refrigerated,729,7282.71
2019,4,2716363,Refrigerated,707,7062.93
2019,5,2716363,Refrigerated,742,7412.58
2018,12,3507561,Refrigerated,934,8359.3
2019,1,3507561,Refrigerated,943,8439.85
2019,2,3507561,Refrigerated,943,8439.85
2019,3,3507561,Refrigerated,943,8439.85
2019,4,3507561,Refrigerated,971,8690.45
2019,5,3507561,Refrigerated,981,8779.95
2018,12,3517707,Refrigerated,811,16211.89
2019,1,3517707,Refrigerated,819,16371.81
2019,2,3517707,Refrigerated,827,16531.73
2019,3,3517707,Refrigerated,827,16531.73
2019,4,3517707,Refrigerated,827,16531.73
2019,5,3517707,Refrigerated,901,18010.99
2018,12,5612670,Refrigerated,264,3682.8
2019,1,5612670,Refrigerated,277,3864.15
2019,2,5612670,Refrigerated,271,3780.45
2019,3,5612670,Refrigerated,266,3710.7
2019,4,5612670,Refrigerated,277,3864.15
2019,5,5612670,Refrigerated,263,3668.85
2018,12,4339393,Refrigerated,857,6856
2019,1,4339393,Refrigerated,840,6720
2019,2,4339393,Refrigerated,865,6920
2019,3,4339393,Refrigerated,908,7264
2019,4,4339393,Refrigerated,917,7336
2019,5,4339393,Refrigerated,963,7704
2018,12,5681184,Refrigerated,599,6583.01
2019,1,5681184,Refrigerated,599,6583.01
2019,2,5681184,Refrigerated,581,6385.19
2019,3,5681184,Refrigerated,598,6572.02
2019,4,5681184,Refrigerated,604,6637.96
2019,5,5681184,Refrigerated,604,6637.96
2018,12,2624251,Refrigerated,292,219
2019,1,2624251,Refrigerated,286,214.5
2019,2,2624251,Refrigerated,286,214.5
2019,3,2624251,Refrigerated,292,219
2019,4,2624251,Refrigerated,292,219
2019,5,2624251,Refrigerated,310,232.5
2018,12,5703857,Refrigerated,25,374.75
2019,1,5703857,Refrigerated,26,389.74
2019,2,5703857,Refrigerated,27,404.73
2019,3,5703857,Refrigerated,26,389.74
2019,4,5703857,Refrigerated,26,389.74
2019,5,5703857,Refrigerated,27,404.73
2018,12,5746623,Refrigerated,477,477
2019,1,5746623,Refrigerated,472,472
2019,2,5746623,Refrigerated,467,467
2019,3,5746623,Refrigerated,490,490
2019,4,5746623,Refrigerated,500,500
2019,5,5746623,Refrigerated,495,495
2018,12,3564261,Refrigerated,296,3833.2
2019,1,3564261,Refrigerated,299,3872.05
2019,2,3564261,Refrigerated,296,3833.2
2019,3,3564261,Refrigerated,305,3949.75
2019,4,3564261,Refrigerated,317,4105.15
2019,5,3564261,Refrigerated,349,4519.55
2018,12,5794480,Refrigerated,946,16034.7
2019,1,5794480,Refrigerated,927,15712.65
2019,2,5794480,Refrigerated,908,15390.6
2019,3,5794480,Refrigerated,899,15238.05
2019,4,5794480,Refrigerated,944,16000.8
2019,5,5794480,Refrigerated,897,15204.15
2018,12,4302198,Refrigerated,84,1259.16
2019,1,4302198,Refrigerated,85,1274.15
2019,2,4302198,Refrigerated,87,1304.13
2019,3,4302198,Refrigerated,88,1319.12
2019,4,4302198,Refrigerated,91,1364.09
2019,5,4302198,Refrigerated,91,1364.09
2018,12,4234638,Refrigerated,91,1547
2019,1,4234638,Refrigerated,89,1513
2019,2,4234638,Refrigerated,91,1547
2019,3,4234638,Refrigerated,89,1513
2019,4,4234638,Refrigerated,90,1530
2019,5,4234638,Refrigerated,97,1649
2018,12,5876693,Refrigerated,226,2248.7
2019,1,5876693,Refrigerated,235,2338.25
2019,2,5876693,Refrigerated,242,2407.9
2019,3,5876693,Refrigerated,252,2507.4
2019,4,5876693,Refrigerated,255,2537.25
2019,5,5876693,Refrigerated,250,2487.5
2018,12,8048265,Refrigerated,220,110
2019,1,8048265,Refrigerated,229,114.5
2019,2,8048265,Refrigerated,224,112
2019,3,8048265,Refrigerated,228,114
2019,4,8048265,Refrigerated,226,113
2019,5,8048265,Refrigerated,235,117.5
2018,12,8049256,Refrigerated,432,6372
2019,1,8049256,Refrigerated,436,6431
2019,2,8049256,Refrigerated,427,6298.25
2019,3,8049256,Refrigerated,431,6357.25
2019,4,8049256,Refrigerated,453,6681.75
2019,5,8049256,Refrigerated,485,7153.75
2018,12,4222295,Refrigerated,344,3780.56
2019,1,4222295,Refrigerated,344,3780.56
2019,2,4222295,Refrigerated,341,3747.59
2019,3,4222295,Refrigerated,344,3780.56
2019,4,4222295,Refrigerated,358,3934.42
2019,5,4222295,Refrigerated,340,3736.6
2018,12,4203004,Refrigerated,587,7601.65
2019,1,4203004,Refrigerated,581,7523.95
2019,2,4203004,Refrigerated,587,7601.65
2019,3,4203004,Refrigerated,593,7679.35
2019,4,4203004,Refrigerated,605,7834.75
2019,5,4203004,Refrigerated,647,8378.65
2018,12,1970772,Refrigerated,604,6637.96
2019,1,1970772,Refrigerated,604,6637.96
2019,2,1970772,Refrigerated,634,6967.66
2019,3,1970772,Refrigerated,621,6824.79
2019,4,1970772,Refrigerated,627,6890.73
2019,5,1970772,Refrigerated,640,7033.6
2018,12,8892430,Refrigerated,1,1.5
2019,1,8892430,Refrigerated,1,1.5
2019,2,8892430,Refrigerated,1,1.5
2019,3,8892430,Refrigerated,1,1.5
2019,4,8892430,Refrigerated,1,1.5
2019,5,8892430,Refrigerated,1,1.5
2018,12,1974868,Refrigerated,956,15296
2019,1,1974868,Refrigerated,975,15600
2019,2,1974868,Refrigerated,1014,16224
2019,3,1974868,Refrigerated,994,15904
2019,4,1974868,Refrigerated,1044,16704
2019,5,1974868,Refrigerated,1013,16208
2018,12,1994555,Refrigerated,46,943
2019,1,1994555,Refrigerated,47,963.5
2019,2,1994555,Refrigerated,46,943
2019,3,1994555,Refrigerated,46,943
2019,4,1994555,Refrigerated,45,922.5
2019,5,1994555,Refrigerated,44,902
2018,12,6017460,Refrigerated,239,2148.61
2019,1,6017460,Refrigerated,237,2130.63
2019,2,6017460,Refrigerated,244,2193.56
2019,3,6017460,Refrigerated,246,2211.54
2019,4,6017460,Refrigerated,241,2166.59
2019,5,6017460,Refrigerated,251,2256.49
2018,12,3616829,Refrigerated,927,2734.65
2019,1,3616829,Refrigerated,927,2734.65
2019,2,3616829,Refrigerated,908,2678.6
2019,3,3616829,Refrigerated,908,2678.6
2019,4,3616829,Refrigerated,944,2784.8
2019,5,3616829,Refrigerated,1001,2952.95
2018,12,4121044,Refrigerated,701,13311.99
2019,1,4121044,Refrigerated,687,13046.13
2019,2,4121044,Refrigerated,687,13046.13
2019,3,4121044,Refrigerated,701,13311.99
2019,4,4121044,Refrigerated,687,13046.13
2019,5,4121044,Refrigerated,701,13311.99
2018,12,8627065,Refrigerated,836,2466.2
2019,1,8627065,Refrigerated,853,2516.35
2019,2,8627065,Refrigerated,896,2643.2
2019,3,8627065,Refrigerated,923,2722.85
2019,4,8627065,Refrigerated,951,2805.45
2019,5,8627065,Refrigerated,1027,3029.65
2018,12,2117503,Refrigerated,981,3433.5
2019,1,2117503,Refrigerated,971,3398.5
2019,2,2117503,Refrigerated,942,3297
2019,3,2117503,Refrigerated,989,3461.5
2019,4,2117503,Refrigerated,1009,3531.5
2019,5,2117503,Refrigerated,1070,3745
2018,12,8604306,Refrigerated,702,2070.9
2019,1,8604306,Refrigerated,681,2008.95
2019,2,8604306,Refrigerated,695,2050.25
2019,3,8604306,Refrigerated,730,2153.5
2019,4,8604306,Refrigerated,715,2109.25
2019,5,8604306,Refrigerated,765,2256.75
2018,12,4084029,Refrigerated,949,18932.55
2019,1,4084029,Refrigerated,996,19870.2
2019,2,4084029,Refrigerated,1046,20867.7
2019,3,4084029,Refrigerated,1036,20668.2
2019,4,4084029,Refrigerated,1057,21087.15
2019,5,4084029,Refrigerated,1046,20867.7
2018,12,6136113,Refrigerated,412,8240
2019,1,6136113,Refrigerated,400,8000
2019,2,6136113,Refrigerated,396,7920
2019,3,6136113,Refrigerated,408,8160
2019,4,6136113,Refrigerated,404,8080
2019,5,6136113,Refrigerated,416,8320
2018,12,6179237,Refrigerated,679,11203.5
2019,1,6179237,Refrigerated,693,11434.5
2019,2,6179237,Refrigerated,700,11550
2019,3,6179237,Refrigerated,721,11896.5
2019,4,6179237,Refrigerated,699,11533.5
2019,5,6179237,Refrigerated,664,10956
2018,12,6687730,Refrigerated,387,5031
2019,1,6687730,Refrigerated,379,4927
2019,2,6687730,Refrigerated,390,5070
2019,3,6687730,Refrigerated,402,5226
2019,4,6687730,Refrigerated,394,5122
2019,5,6687730,Refrigerated,390,5070
2018,12,8506848,Refrigerated,73,1313.27
2019,1,8506848,Refrigerated,72,1295.28
2019,2,8506848,Refrigerated,75,1349.25
2019,3,8506848,Refrigerated,74,1331.26
2019,4,8506848,Refrigerated,72,1295.28
2019,5,8506848,Refrigerated,69,1241.31
2018,12,2440046,Refrigerated,546,3270.54
2019,1,2440046,Refrigerated,568,3402.32
2019,2,2440046,Refrigerated,574,3438.26
2019,3,2440046,Refrigerated,591,3540.09
2019,4,2440046,Refrigerated,621,3719.79
2019,5,2440046,Refrigerated,671,4019.29
2018,12,6637559,Refrigerated,751,3567.25
2019,1,6637559,Refrigerated,759,3605.25
2019,2,6637559,Refrigerated,751,3567.25
2019,3,6637559,Refrigerated,766,3638.5
2019,4,6637559,Refrigerated,804,3819
2019,5,6637559,Refrigerated,812,3857
2018,12,8499798,Refrigerated,162,315.9
2019,1,8499798,Refrigerated,162,315.9
2019,2,8499798,Refrigerated,168,327.6
2019,3,8499798,Refrigerated,163,317.85
2019,4,8499798,Refrigerated,161,313.95
2019,5,8499798,Refrigerated,155,302.25
2018,12,6286838,Refrigerated,597,567.15
2019,1,6286838,Refrigerated,591,561.45
2019,2,6286838,Refrigerated,579,550.05
2019,3,6286838,Refrigerated,573,544.35
2019,4,6286838,Refrigerated,596,566.2
2019,5,6286838,Refrigerated,644,611.8
2018,12,2413347,Refrigerated,33,230.67
2019,1,2413347,Refrigerated,33,230.67
2019,2,2413347,Refrigerated,33,230.67
2019,3,2413347,Refrigerated,33,230.67
2019,4,2413347,Refrigerated,34,237.66
2019,5,2413347,Refrigerated,36,251.64
2018,12,2274363,Refrigerated,713,9261.87
2019,1,2274363,Refrigerated,713,9261.87
2019,2,2274363,Refrigerated,720,9352.8
2019,3,2274363,Refrigerated,706,9170.94
2019,4,2274363,Refrigerated,720,9352.8
2019,5,2274363,Refrigerated,706,9170.94
2018,12,2295994,Refrigerated,620,10533.8
2019,1,2295994,Refrigerated,639,10856.61
2019,2,2295994,Refrigerated,620,10533.8
2019,3,2295994,Refrigerated,645,10958.55
2019,4,2295994,Refrigerated,639,10856.61
2019,5,2295994,Refrigerated,626,10635.74
2018,12,8289882,Refrigerated,848,11863.52
2019,1,8289882,Refrigerated,831,11625.69
2019,2,8289882,Refrigerated,873,12213.27
2019,3,8289882,Refrigerated,882,12339.18
2019,4,8289882,Refrigerated,926,12954.74
2019,5,8289882,Refrigerated,917,12828.83
2018,12,3912013,Refrigerated,828,1614.6
2019,1,3912013,Refrigerated,861,1678.95
2019,2,3912013,Refrigerated,861,1678.95
2019,3,3912013,Refrigerated,904,1762.8
2019,4,3912013,Refrigerated,949,1850.55
2019,5,3912013,Refrigerated,911,1776.45
2018,12,2558392,Snacks,602,9030
2019,1,2558392,Snacks,608,9120
2019,2,2558392,Snacks,596,8940
2019,3,2558392,Snacks,626,9390
2019,4,2558392,Snacks,639,9585
2019,5,2558392,Snacks,690,10350
2018,12,5684126,Snacks,701,14713.99
2019,1,5684126,Snacks,701,14713.99
2019,2,5684126,Snacks,708,14860.92
2019,3,5684126,Snacks,729,15301.71
2019,4,5684126,Snacks,758,15910.42
2019,5,5684126,Snacks,720,15112.8
2018,12,6540375,Snacks,553,5391.75
2019,1,6540375,Snacks,564,5499
2019,2,6540375,Snacks,547,5333.25
2019,3,6540375,Snacks,531,5177.25
2019,4,6540375,Snacks,520,5070
2019,5,6540375,Snacks,572,5577
2018,12,2316021,Snacks,259,2069.41
2019,1,2316021,Snacks,272,2173.28
2019,2,2316021,Snacks,286,2285.14
2019,3,2316021,Snacks,283,2261.17
2019,4,2316021,Snacks,286,2285.14
2019,5,2316021,Snacks,289,2309.11
2018,12,2315284,Snacks,858,11583
2019,1,2315284,Snacks,892,12042
2019,2,2315284,Snacks,865,11677.5
2019,3,2315284,Snacks,882,11907
2019,4,2315284,Snacks,856,11556
2019,5,2315284,Snacks,924,12474
2018,12,8399688,Snacks,756,2079
2019,1,8399688,Snacks,794,2183.5
2019,2,8399688,Snacks,786,2161.5
2019,3,8399688,Snacks,825,2268.75
2019,4,8399688,Snacks,850,2337.5
2019,5,8399688,Snacks,859,2362.25
2018,12,8408791,Snacks,83,1410.17
2019,1,8408791,Snacks,87,1478.13
2019,2,8408791,Snacks,84,1427.16
2019,3,8408791,Snacks,83,1410.17
2019,4,8408791,Snacks,81,1376.19
2019,5,8408791,Snacks,86,1461.14
2018,12,6399593,Snacks,17,186.15
2019,1,6399593,Snacks,17,186.15
2019,2,6399593,Snacks,18,197.1
2019,3,6399593,Snacks,19,208.05
2019,4,6399593,Snacks,19,208.05
2019,5,6399593,Snacks,19,208.05
2018,12,8419208,Snacks,385,8081.15
2019,1,8419208,Snacks,373,7829.27
2019,2,8419208,Snacks,388,8144.12
2019,3,8419208,Snacks,388,8144.12
2019,4,8419208,Snacks,396,8312.04
2019,5,8419208,Snacks,436,9151.64
2018,12,8276962,Snacks,391,5083
2019,1,8276962,Snacks,391,5083
2019,2,8276962,Snacks,383,4979
2019,3,8276962,Snacks,379,4927
2019,4,8276962,Snacks,387,5031
2019,5,8276962,Snacks,406,5278
2018,12,3981434,Snacks,487,852.25
2019,1,3981434,Snacks,497,869.75
2019,2,3981434,Snacks,522,913.5
2019,3,3981434,Snacks,532,931
2019,4,3981434,Snacks,521,911.75
2019,5,3981434,Snacks,563,985.25
2018,12,6306551,Snacks,541,5680.5
2019,1,6306551,Snacks,552,5796
2019,2,6306551,Snacks,558,5859
2019,3,6306551,Snacks,552,5796
2019,4,6306551,Snacks,563,5911.5
2019,5,6306551,Snacks,597,6268.5
2018,12,6263308,Snacks,484,1815
2019,1,6263308,Snacks,479,1796.25
2019,2,6263308,Snacks,489,1833.75
2019,3,6263308,Snacks,494,1852.5
2019,4,6263308,Snacks,489,1833.75
2019,5,6263308,Snacks,465,1743.75
2018,12,2202130,Snacks,313,6181.75
2019,1,2202130,Snacks,329,6497.75
2019,2,2202130,Snacks,326,6438.5
2019,3,2202130,Snacks,336,6636
2019,4,2202130,Snacks,339,6695.25
2019,5,2202130,Snacks,336,6636
2018,12,8207163,Snacks,931,3258.5
2019,1,8207163,Snacks,912,3192
2019,2,8207163,Snacks,885,3097.5
2019,3,8207163,Snacks,894,3129
2019,4,8207163,Snacks,894,3129
2019,5,8207163,Snacks,912,3192
2018,12,4059148,Snacks,398,1588.02
2019,1,4059148,Snacks,414,1651.86
2019,2,4059148,Snacks,406,1619.94
2019,3,4059148,Snacks,398,1588.02
2019,4,4059148,Snacks,414,1651.86
2019,5,4059148,Snacks,447,1783.53
2018,12,6783566,Snacks,276,1377.24
2019,1,6783566,Snacks,290,1447.1
2019,2,6783566,Snacks,284,1417.16
2019,3,6783566,Snacks,293,1462.07
2019,4,6783566,Snacks,305,1521.95
2019,5,6783566,Snacks,308,1536.92
2018,12,4063029,Snacks,90,265.5
2019,1,4063029,Snacks,94,277.3
2019,2,4063029,Snacks,94,277.3
2019,3,4063029,Snacks,95,280.25
2019,4,4063029,Snacks,98,289.1
2019,5,4063029,Snacks,100,295
2018,12,2147377,Snacks,521,4162.79
2019,1,2147377,Snacks,521,4162.79
2019,2,2147377,Snacks,516,4122.84
2019,3,2147377,Snacks,516,4122.84
2019,4,2147377,Snacks,521,4162.79
2019,5,2147377,Snacks,573,4578.27
2018,12,2498222,Snacks,398,3562.1
2019,1,2498222,Snacks,410,3669.5
2019,2,2498222,Snacks,402,3597.9
2019,3,2498222,Snacks,418,3741.1
2019,4,2498222,Snacks,426,3812.7
2019,5,2498222,Snacks,469,4197.55
2018,12,2112791,Snacks,888,15087.12
2019,1,2112791,Snacks,897,15240.03
2019,2,2112791,Snacks,888,15087.12
2019,3,2112791,Snacks,897,15240.03
2019,4,2112791,Snacks,906,15392.94
2019,5,2112791,Snacks,942,16004.58
2018,12,4084564,Snacks,543,1080.57
2019,1,4084564,Snacks,554,1102.46
2019,2,4084564,Snacks,548,1090.52
2019,3,4084564,Snacks,570,1134.3
2019,4,4084564,Snacks,593,1180.07
2019,5,4084564,Snacks,640,1273.6
2018,12,6070737,Snacks,552,2754.48
2019,1,6070737,Snacks,546,2724.54
2019,2,6070737,Snacks,568,2834.32
2019,3,6070737,Snacks,551,2749.49
2019,4,6070737,Snacks,579,2889.21
2019,5,6070737,Snacks,579,2889.21
2018,12,8684480,Snacks,649,7132.51
2019,1,8684480,Snacks,649,7132.51
2019,2,8684480,Snacks,675,7418.25
2019,3,8684480,Snacks,662,7275.38
2019,4,8684480,Snacks,662,7275.38
2019,5,8684480,Snacks,708,7780.92
2018,12,6034244,Snacks,678,678
2019,1,6034244,Snacks,692,692
2019,2,6034244,Snacks,720,720
2019,3,6034244,Snacks,720,720
2019,4,6034244,Snacks,742,742
2019,5,6034244,Snacks,749,749
2018,12,8709098,Snacks,406,1213.94
2019,1,8709098,Snacks,422,1261.78
2019,2,8709098,Snacks,422,1261.78
2019,3,8709098,Snacks,414,1237.86
2019,4,8709098,Snacks,414,1237.86
2019,5,8709098,Snacks,393,1175.07
2018,12,8713261,Snacks,596,3546.2
2019,1,8713261,Snacks,578,3439.1
2019,2,8713261,Snacks,584,3474.8
2019,3,8713261,Snacks,607,3611.65
2019,4,8713261,Snacks,625,3718.75
2019,5,8713261,Snacks,625,3718.75
2018,12,6029073,Snacks,692,4837.08
2019,1,6029073,Snacks,727,5081.73
2019,2,6029073,Snacks,705,4927.95
2019,3,6029073,Snacks,705,4927.95
2019,4,6029073,Snacks,733,5123.67
2019,5,6029073,Snacks,755,5277.45
2018,12,8082802,Snacks,794,6344.06
2019,1,8082802,Snacks,802,6407.98
2019,2,8082802,Snacks,834,6663.66
2019,3,8082802,Snacks,867,6927.33
2019,4,8082802,Snacks,910,7270.9
2019,5,8082802,Snacks,883,7055.17
2018,12,8887773,Snacks,757,8319.43
2019,1,8887773,Snacks,742,8154.58
2019,2,8887773,Snacks,779,8561.21
2019,3,8887773,Snacks,810,8901.9
2019,4,8887773,Snacks,794,8726.06
2019,5,8887773,Snacks,810,8901.9
2018,12,8073681,Snacks,158,118.5
2019,1,8073681,Snacks,164,123
2019,2,8073681,Snacks,167,125.25
2019,3,8073681,Snacks,164,123
2019,4,8073681,Snacks,166,124.5
2019,5,8073681,Snacks,174,130.5
2018,12,6879456,Snacks,897,8028.15
2019,1,6879456,Snacks,906,8108.7
2019,2,6879456,Snacks,942,8430.9
2019,3,6879456,Snacks,980,8771
2019,4,6879456,Snacks,960,8592
2019,5,6879456,Snacks,922,8251.9
2018,12,1951352,Snacks,839,797.05
2019,1,1951352,Snacks,847,804.65
2019,2,1951352,Snacks,830,788.5
2019,3,1951352,Snacks,830,788.5
2019,4,1951352,Snacks,838,796.1
2019,5,1951352,Snacks,855,812.25
2018,12,4209676,Snacks,309,305.91
2019,1,4209676,Snacks,324,320.76
2019,2,4209676,Snacks,340,336.6
2019,3,4209676,Snacks,340,336.6
2019,4,4209676,Snacks,337,333.63
2019,5,4209676,Snacks,371,367.29
2018,12,2548124,Snacks,363,4352.37
2019,1,2548124,Snacks,363,4352.37
2019,2,2548124,Snacks,367,4400.33
2019,3,2548124,Snacks,371,4448.29
2019,4,2548124,Snacks,390,4676.1
2019,5,2548124,Snacks,406,4867.94
2018,12,8957322,Snacks,16,15.2
2019,1,8957322,Snacks,17,16.15
2019,2,8957322,Snacks,17,16.15
2019,3,8957322,Snacks,17,16.15
2019,4,8957322,Snacks,17,16.15
2019,5,8957322,Snacks,17,16.15
2018,12,5936627,Snacks,685,1363.15
2019,1,5936627,Snacks,664,1321.36
2019,2,5936627,Snacks,684,1361.16
2019,3,5936627,Snacks,677,1347.23
2019,4,5936627,Snacks,657,1307.43
2019,5,5936627,Snacks,716,1424.84
2018,12,5902837,Snacks,860,14611.4
2019,1,5902837,Snacks,903,15341.97
2019,2,5902837,Snacks,939,15953.61
2019,3,5902837,Snacks,958,16276.42
2019,4,5902837,Snacks,977,16599.23
2019,5,5902837,Snacks,1045,17754.55
2018,12,8972707,Snacks,679,14225.05
2019,1,8972707,Snacks,665,13931.75
2019,2,8972707,Snacks,658,13785.1
2019,3,8972707,Snacks,671,14057.45
2019,4,8972707,Snacks,705,14769.75
2019,5,8972707,Snacks,761,15942.95
2018,12,1848659,Snacks,891,7083.45
2019,1,1848659,Snacks,927,7369.65
2019,2,1848659,Snacks,955,7592.25
2019,3,1848659,Snacks,1003,7973.85
2019,4,1848659,Snacks,1023,8132.85
2019,5,1848659,Snacks,1023,8132.85
2018,12,3593889,Snacks,28,490
2019,1,3593889,Snacks,27,472.5
2019,2,3593889,Snacks,28,490
2019,3,3593889,Snacks,27,472.5
2019,4,3593889,Snacks,26,455
2019,5,3593889,Snacks,28,490
2018,12,2557832,Snacks,204,1629.96
2019,1,2557832,Snacks,204,1629.96
2019,2,2557832,Snacks,204,1629.96
2019,3,2557832,Snacks,212,1693.88
2019,4,2557832,Snacks,206,1645.94
2019,5,2557832,Snacks,206,1645.94
2018,12,1782787,Snacks,526,3655.7
2019,1,1782787,Snacks,552,3836.4
2019,2,1782787,Snacks,546,3794.7
2019,3,1782787,Snacks,541,3759.95
2019,4,1782787,Snacks,563,3912.85
2019,5,1782787,Snacks,552,3836.4
2018,12,6585928,Snacks,867,2592.33
2019,1,6585928,Snacks,867,2592.33
2019,2,6585928,Snacks,884,2643.16
2019,3,6585928,Snacks,902,2696.98
2019,4,6585928,Snacks,920,2750.8
2019,5,6585928,Snacks,1003,2998.97
2018,12,1748177,Snacks,195,193.05
